664,466,1968
694,497,1019
694,491,1866
705,183,1173
707,293,1626
692,201,1276
711,318,1924
717,309,1558
720,386,1079
710,290,1211
743,253,1813
744,422,1457
753,422,1794
721,200,1550
758,475,1353
759,196,1804
763,304,1488
769,114,1869
755,344,1897
780,254,1987
783,363,1521
804,224,1981
776,191,1998
805,170,1985
805,147,1070
810,348,1334
820,324,1754
804,352,1169
823,139,1676
824,376,1117
833,263,1114
833,109,1574
821,191,1897
836,343,1219
844,424,1244
852,375,1696
861,358,1039
834,399,1451
862,308,1720
863,110,1844
864,339,1775
861,268,1900
872,298,1162
873,187,1174
887,235,1139
893,115,1034
869,493,1717
896,456,1998
897,401,1715
898,401,1297
894,381,1153
900,379,1828
911,332,1291
912,271,1606
899,440,1940
917,128,1593
919,458,1562
917,235,1295
919,484,1691
919,355,1579
921,254,1994
919,178,1988
924,361,1339
925,263,1925
926,260,1130
927,438,1006
922,441,1621
929,309,1201
932,246,1542
933,216,1618
928,274,1066
936,356,1763
937,471,1456
938,177,1058
936,371,1259
945,161,1971
946,108,1472
951,281,1789
956,296,1252
730,329,1905
940,455,1264
972,186,1103
973,158,1442
973,299,1700
966,251,1670
983,315,1601
990,437,1511
999,425,1487
1000,298,1916
978,174,1586
1005,226,1764
1020,215,1247
1021,176,1408
1022,382,1430
1004,251,1881
1026,247,1024
1027,441,1916
1025,175,1473
1036,477,1601
1038,471,1589
1028,484,1219
1039,452,1845
1040,213,1146
1040,216,1882
1041,135,1288
1038,418,1914
1043,265,1386
1045,457,1099
1045,395,1165
1046,173,1333
1042,118,1589
1059,289,1052
1060,385,1570
1065,321,1952
1066,267,1299
1054,125,1152
1072,331,1490
1074,203,1849
1074,359,1395
1074,381,1198
1069,172,1834
1077,121,1157
1077,127,1930
1080,113,1242
1074,364,1575
1083,161,1109
1085,238,1735
1091,468,1316
1092,440,1521
1083,316,1403
1093,335,1703
1096,397,1607
1097,259,1574
1099,311,1695
1093,419,1412
1106,452,1857
1108,109,1926
1109,149,1658
1102,120,1344
1112,388,1448
1114,285,1039
1111,378,1939
1117,483,1421
1120,108,1773
1121,249,1745
1117,371,1159
1127,127,1378
1128,148,1311
1129,128,1119
1131,232,1735
1124,366,1699
1146,330,1535
1148,425,1931
1151,336,1195
1153,199,1640
1133,267,1999
1154,347,1850
1161,394,1081
1163,421,1195
1164,456,1942
1153,330,1297
1167,223,1508
1170,455,1118
1178,283,1577
1166,436,1447
1188,469,1631
1189,494,1677
1190,168,1947
1191,327,1906
1186,496,1272
1206,333,1969
1208,236,1965
1211,145,1073
1215,385,1385
1193,487,1848
1218,230,1929
1220,277,1167
1221,282,1771
1221,296,1912
1218,380,1804
1223,335,1205
1224,461,1630
1221,192,1710
1227,136,1814
1229,383,1719
1232,166,1338
1235,235,1373
1225,168,1703
1237,478,1890
1238,470,1987
1239,269,1666
1240,381,1496
1236,335,1317
1242,339,1157
1244,280,1661
1245,238,1680
1241,188,1729
1249,111,1156
1251,455,1386
1252,189,1618
1252,290,1643
1247,229,1477
1254,262,1691
1256,332,1356
1253,243,1509
1260,121,1271
1261,277,1780
1261,269,1213
1265,282,1478
1259,107,1935
1266,348,1952
1266,288,1874
1268,331,1553
1266,131,1952
1282,488,1370
1287,474,1665
1287,255,1381
1268,186,1501
1292,306,1414
1293,446,1588
1290,390,1370
1295,407,1266
1298,449,1941
1301,378,1699
1294,480,1559
1309,238,1340
1310,182,1623
1314,369,1726
1315,105,1265
1302,239,1622
1316,278,1891
1317,432,1174
1319,200,1735
1320,212,1223
1316,380,1338
1322,287,1975
1323,453,1813
1323,335,1780
1328,188,1258
1322,436,1066
1332,268,1017
1335,141,1703
1328,375,1589
1341,426,1615
1347,296,1166
1349,194,1648
1340,253,1902
1350,355,1020
1351,189,1737
1351,197,1457
1354,145,1805
1349,190,1419
1355,324,1567
1356,144,1578
1358,164,1943
1358,373,1315
1355,171,1336
1364,196,1767
1366,100,1186
1367,199,1687
1359,193,1617
1389,413,1094
1396,284,1757
1396,101,1861
1398,366,1195
1121,222,1612
1382,368,1944
1403,268,1434
1404,492,1082
1404,308,1656
1403,222,1968
1406,437,1522
1409,119,1595
1410,222,1718
1406,152,1484
1411,240,1574
1416,434,1874
1421,378,1080
1422,315,1011
1410,124,1826
1427,105,1571
1427,140,1630
1428,309,1066
1429,138,1607
1425,190,1222
1432,142,1774
1433,486,1351
1430,155,1960
1439,497,1437
1440,133,1648
1442,122,1728
1443,358,1633
1438,155,1693
1444,463,1038
1444,105,1396
1444,405,1264
1467,208,1625
1467,120,1954
1469,259,1974
1470,176,1072
1447,160,1979
1474,283,1666
1474,312,1306
1475,147,1870
1472,132,1346
1480,197,1855
1489,340,1919
1490,393,1269
1477,467,1475
1494,406,1036
1494,230,1737
1496,125,1800
1497,414,1193
1492,426,1918
1499,284,1586
1499,147,1433
1500,257,1357
1500,147,1030
1498,337,1113
1501,233,1490
1502,465,1586
1502,272,1973
1503,434,1357
1501,221,1748
1505,350,1557
1506,121,1760
1508,322,1144
1509,228,1074
1504,416,1543
1511,201,1618
1511,440,1660
1510,261,1775
1512,141,1235
1516,447,1434
1517,291,1963
1512,486,1686
1519,221,1043
1524,166,1585
1518,427,1861
1528,237,1069
1530,489,1008
1531,463,1485
1525,490,1473
1535,335,1997
1542,487,1820
1534,394,1063
1545,493,1227
1548,110,1485
1548,466,1069
1545,384,1742
1548,105,1974
1551,147,1315
1551,282,1401
1552,294,1693
1548,198,1221
1573,230,1818
1574,182,1113
1568,482,1801
1579,477,1909
1579,332,1837
1580,328,1179
1581,423,1461
1576,434,1121
1582,384,1386
1583,123,1416
1590,114,1745
1582,274,1262
1593,448,1801
1593,299,1494
1594,242,1888
1592,492,1707
1599,302,1755
1600,336,1755
1601,249,1855
1601,249,1424
1596,353,1052
1602,329,1359
1607,285,1864
1607,348,1114
1608,401,1616
1601,215,1056
1613,331,1846
1614,445,1568
1614,477,1803
1615,465,1325
1610,481,1868
1617,317,1144
1617,459,1765
1618,498,1176
1618,462,1990
1616,267,1707
1625,221,1969
1626,140,1593
1619,349,1991
1629,148,1704
1631,484,1574
1635,176,1101
1628,228,1112
1641,264,1101
1642,119,1775
1643,255,1096
1640,346,1157
1647,429,1180
1652,498,1875
1657,405,1243
1658,361,1558
1646,160,1999
1673,282,1845
1698,326,1597
1660,103,1865
1701,174,1940
1702,222,1575
1701,299,1021
1713,135,1382
1718,125,1871
1719,426,1735
1720,104,1217
1704,419,1077
1746,279,1783
1749,181,1428
1751,277,1662
1736,211,1893
1760,279,1812
1785,250,1001
1752,322,1025
1796,469,1183
1797,114,1686
1799,404,1599
1812,243,1990
1793,327,1421
1820,283,1270
1823,371,1106
1826,190,1236
1819,282,1137
1837,242,1598
1839,363,1138
1828,147,1084
1866,338,1791
1868,362,1806
1881,107,1257
1888,179,1564
1840,124,1141
1899,437,1860
1900,299,1156
1907,155,1236
1897,208,1687
1921,111,1055
1923,478,1619
1929,340,1835
1911,477,1959
1937,260,1840
1947,295,1330
1947,484,1744
1958,321,1744
1930,257,1965
1985,264,1090
1994,283,1363
1999,301,1117
1975,383,1278
2000,294,1162
2002,309,1864
2000,432,1725
2006,488,1881
2012,105,1702
2013,348,1232
2016,334,1857
2006,407,1257
2022,399,1610
2029,152,1740
2018,260,1469
2045,164,1458
2054,127,1016
2038,376,1893
2073,478,1963
2073,455,1566
2090,123,1973
2072,468,1278
2091,437,1211
2092,334,1322
2090,349,1734
2093,186,1376
2093,360,1913
2094,245,1109
2092,425,1381
2095,255,1222
2095,136,1586
2095,363,1888
2096,270,1087
2095,274,1810
2097,386,1111
2097,189,1473
2098,348,1367
2096,146,1696
2099,388,1324
2099,412,1601
2100,397,1958
2100,118,1099
2098,467,1426
2101,208,1889
2101,269,1173
2101,295,1828
2102,282,1362
2103,153,1421
2102,191,1437
2104,426,1772
2104,215,1638
2104,433,1108
2105,366,1246
2103,332,1792
2105,292,1601
2106,110,1800
2106,347,1204
2106,306,1842
2105,119,1705
2107,483,1208
2107,435,1087
2108,369,1688
2108,311,1771
2107,152,1389
2109,434,1084
2110,486,1866
2110,188,1658
2110,284,1234
2109,246,1557
2111,180,1759
2112,114,1601
2112,433,1924
2113,309,1835
2111,332,1493
2114,240,1817
2117,212,1129
2125,271,1555
2113,111,1357
2139,207,1106
2142,318,1981
2142,369,1030
2148,279,1008
2127,316,1345
2149,195,1687
2149,465,1736
2150,196,1162
2148,233,1665
2156,433,1282
2157,446,1053
2198,445,1198
2152,479,1066
2213,229,1815
2224,188,1123
2240,121,1640
2204,134,1040
2251,190,1352
2258,332,1368
2265,270,1120
2283,211,1289
2247,112,1286
2291,199,1033
2295,478,1548
2302,472,1012
2287,169,1416
2336,472,1579
2341,188,1061
2344,146,1263
2309,299,1398
2371,115,1362
2372,194,1303
2373,472,1221
2348,461,1695
2398,102,1380
2402,395,1369
2404,305,1825
2388,177,1443
2418,394,1673
2419,139,1221
2420,427,1205
2416,388,1696
2421,150,1362
2421,142,1538
2422,408,1950
2420,124,1491
2422,288,1802
2423,414,1564
2422,208,1214
2424,246,1035
2424,272,1885
2425,238,1549
2423,390,1791
2426,215,1342
2426,436,1484
2425,409,1952
2427,280,1090
2428,319,1384
2428,186,1418
2429,227,1949
2427,435,1109
2430,433,1968
2430,125,1439
2429,192,1586
2431,393,1728
2431,375,1476
2432,222,1862
2431,341,1170
2433,419,1356
2433,359,1469
2434,142,1340
2432,168,1964
2435,124,1812
2435,194,1976
2434,112,1246
2436,154,1488
2437,433,1011
2436,374,1568
2437,324,1810
2438,273,1407
2438,174,1321
2437,198,1969
2439,194,1185
2440,281,1799
2440,276,1563
2441,122,1042
2439,179,1923
2441,361,1431
2465,342,1727
2469,240,1129
2471,302,1372
2441,372,1156
2480,256,1815
2480,115,1414
2481,288,1773
2483,282,1614
2471,390,1674
2091,193,1991
2487,100,1411
2494,447,1512
2497,355,1549
2497,147,1236
2487,149,1631
2499,369,1534
2501,407,1985
2501,405,1324
2502,279,1533
2497,402,1489
2509,117,1901
2519,261,1164
2509,324,1395
2524,107,1220
2537,456,1878
2539,108,1265
2549,232,1659
2523,124,1580
2550,165,1752
2554,279,1198
2555,325,1302
2579,157,1925
2549,166,1038
2590,119,1911
2596,163,1946
2598,410,1349
2589,403,1109
2616,454,1976
2616,134,1935
2618,128,1017
2621,339,1144
2606,458,1480
2653,123,1621
2653,299,1694
2653,480,1584
2625,193,1878
2656,168,1503
2663,117,1538
2654,486,1535
2679,203,1776
2689,337,1085
2699,290,1223
2674,165,1835
2726,296,1387
2727,470,1027
2730,137,1006
2741,198,1636
2710,307,1852
2768,313,1127
2783,448,1721
2784,100,1541
2784,278,1558
2754,323,1715
2785,371,1578
2786,117,1027
2786,255,1709
2785,110,1480
2787,336,1193
2787,242,1827
2788,324,1083
2786,364,1658
2789,210,1070
2789,231,1739
2790,192,1864
2788,336,1710
2790,455,1163
2791,498,1112
2790,384,1253
2792,221,1837
2792,112,1245
2793,317,1167
2793,258,1981
2791,415,1089
2794,406,1079
2794,216,1995
2794,287,1550
2795,360,1026
2793,161,1197
2796,223,1949
2796,472,1626
2795,435,1907
2797,244,1958
2797,443,1034
2798,390,1566
2798,280,1123
2797,380,1228
2800,164,1270
2800,498,1398
2800,238,1043
2799,121,1823
2801,468,1022
2801,175,1715
2800,373,1308
2802,409,1760
2803,343,1579
2803,296,1753
2802,212,1318
2804,312,1581
2804,478,1922
2805,114,1596
2803,280,1432
2806,406,1498
2806,211,1209
2807,205,1815
2806,245,1190
2808,242,1897
2808,375,1108
2809,428,1008
2807,494,1152
2809,445,1272
2810,487,1821
2812,174,1411
2823,434,1550
2809,135,1174
2826,350,1306
2827,409,1409
2828,135,1699
2833,115,1768
2826,421,1465
2837,419,1893
2860,445,1241
2834,387,1129
2864,258,1870
2869,140,1620
2861,350,1993
2874,441,1884
2891,425,1973
2870,325,1069
2896,279,1634
2899,224,1958
2902,393,1826
2906,259,1589
2895,235,1806
2907,282,1637
2908,412,1525
2908,497,1201
2909,233,1371
2907,436,1286
2910,245,1876
2910,325,1357
2911,133,1857
2911,393,1856
2909,363,1671
2912,347,1690
2912,114,1664
2913,297,1046
2911,243,1009
2914,309,1253
2914,367,1379
2915,150,1586
2913,144,1947
2915,295,1736
2916,174,1641
2915,470,1864
2917,113,1199
2917,398,1194
2917,169,1302
2916,125,1486
2918,112,1027
2919,109,1891
2919,384,1414
2918,279,1637
2920,452,1924
2920,102,1169
2920,157,1065
2919,116,1612
2921,379,1752
2922,418,1784
2922,233,1225
2921,432,1915
2923,406,1103
2923,445,1585
2924,471,1112
2924,173,1703
2922,437,1367
2925,321,1306
2925,190,1743
2926,258,1217
2925,342,1268
2927,317,1742
2928,196,1393
2928,277,1889
2928,434,1279
2926,198,1623
2929,213,1247
2930,151,1525
2930,341,1701
2931,265,1401
2929,113,1208
2931,391,1984
2932,256,1467
2932,195,1988
2932,344,1128
2931,259,1788
2933,166,1340
2934,191,1667
2934,118,1130
2934,429,1351
2933,456,1049
2935,435,1184
2936,176,1063
2936,180,1371
2935,228,1637
2937,376,1081
2938,481,1671
2938,493,1874
2937,206,1689
2938,324,1376
2939,330,1726
2939,406,1214
2940,228,1443
2938,293,1138
2940,378,1616
2941,244,1528
2941,362,1163
2942,310,1828
2940,277,1342
2943,144,1868
2943,258,1835
2944,385,1334
2944,231,1813
2942,325,1238
2965,445,1361
2967,241,1356
2968,498,1245
2952,267,1320
2975,354,1365
2984,403,1078
2987,418,1871
2974,255,1362
2989,267,1928
2991,425,1996
2993,498,1168
2989,468,1630
2998,209,1621
3000,202,1743
2996,220,1457
3002,396,1604
3003,114,1312
3004,281,1136
3006,363,1346
3002,440,1234
3010,350,1859
3012,161,1554
3014,165,1140
3016,392,1275
3008,359,1416
3019,378,1670
3021,259,1306
3017,402,1951
3025,123,1215
3027,218,1972
3029,105,1404
3023,316,1085
3035,332,1063
3037,139,1752
3038,466,1537
3040,431,1499
3033,265,1818
3046,148,1256
3046,325,1003
3048,218,1971
3042,315,1116
3050,407,1913
3052,324,1873
3053,145,1235
3049,261,1974
3056,151,1489
3058,158,1822
3061,126,1778
3063,115,1889
3054,114,1560
3066,324,1294
3067,202,1141
3067,200,1602
3065,372,1173
3069,377,1841
3071,260,1871
3073,462,1255
3068,389,1127
3077,434,1592
3077,270,1253
3075,336,1843
3082,457,1654
3084,365,1949
3084,357,1249
3086,240,1355
3079,261,1699
3090,494,1143
3092,395,1856
3088,228,1660
3096,456,1501
3096,100,1138
3098,130,1802
3094,150,1669
3100,147,1755
3102,442,1181
3105,327,1174
3105,374,1790
3098,421,1818
3108,121,1589
3111,200,1015
3113,475,1513
3122,185,1572
3107,132,1730
3123,147,1215
3123,261,1109
3133,357,1432
3136,378,1051
3122,202,1823
3136,291,1447
3137,253,1670
3137,423,1748
3137,172,1280
3136,221,1487
3138,176,1386
3138,199,1443
3139,258,1969
3138,196,1915
3140,337,1107
3141,311,1292
3141,214,1581
3141,215,1468
3140,141,1977
3142,417,1608
3143,464,1592
3143,431,1656
3142,114,1687
3150,375,1969
3154,209,1054
3155,353,1523
3173,388,1670
3143,207,1213
3186,445,1424
3195,383,1692
3204,395,1568
3186,427,1596
3205,262,1437
3224,170,1384
3228,374,1849
3204,193,1209
3263,422,1079
3271,212,1516
3275,117,1612
3252,108,1454
3298,313,1418
3299,364,1437
3283,165,1489
3305,459,1644
3307,148,1367
3304,405,1739
3316,390,1426
3325,164,1187
3330,278,1254
3316,264,1299
3341,294,1148
3342,241,1481
3370,105,1000
3371,344,1381
3340,353,1212
3374,255,1696
3374,437,1983
3375,230,1402
3376,186,1393
3373,175,1452
3377,306,1024
3377,498,1759
3378,463,1639
3388,492,1166
3376,234,1168
3407,411,1295
3411,459,1310
3394,135,1926
3413,484,1100
3413,229,1497
3413,443,1249
3412,131,1510
3414,360,1063
3418,417,1843
3420,443,1830
3446,381,1795
3414,369,1628
3472,292,1863
3474,454,1317
3483,118,1184
3509,253,1039
3467,320,1302
3521,249,1494
3539,280,1777
3521,297,1258
3567,163,1651
3584,488,1827
3564,224,1783
3653,453,1557
3686,315,1585
3691,332,1823
3714,344,1667
3647,295,1975
3736,392,1661
3740,248,1746
3742,320,1077
3742,266,1826
3723,122,1779
3745,151,1147
3746,387,1327
3747,122,1041
3747,250,1603
3743,492,1774
3749,398,1056
3749,494,1259
3749,246,1091
3748,357,1649
3750,321,1500
3750,233,1714
3750,341,1992
3751,278,1079
3750,310,1653
3751,192,1339
3751,452,1370
3751,164,1449
3752,298,1764
3752,314,1256
3753,196,1704
3752,205,1547
3755,371,1314
3755,118,1227
3755,402,1146
3754,190,1464
3757,411,1107
3757,153,1710
3757,245,1930
3756,301,1957
3758,128,1456
3759,403,1436
3758,492,1096
3760,368,1157
3760,497,1949
3759,433,1872
3761,168,1332
3761,340,1447
3761,193,1394
3760,348,1339
3763,112,1359
3763,154,1790
3764,251,1283
3764,132,1112
3763,192,1265
3765,233,1629
3767,112,1063
3767,371,1856
3764,496,1978
3767,232,1742
3768,171,1030
3769,362,1327
3767,339,1112
3770,277,1653
3770,214,1532
3771,173,1759
3769,191,1408
3783,322,1838
3786,325,1282
3787,260,1260
3771,368,1178
3791,220,1491
3818,320,1995
3843,149,1872
3854,349,1298
3788,350,1410
3893,383,1444
3937,143,1517
3942,466,1634
3950,415,1719
3870,234,1966
3958,336,1831
3965,499,1851
4002,171,1579
3956,285,1645
4013,164,1691
4015,215,1234
4017,164,1794
4009,335,1644
4046,298,1272
4067,445,1352
4029,286,1385
4079,432,1115
4092,213,1329
4108,297,1445
4079,157,1755
4133,212,1465
4145,396,1059
4156,425,1156
4158,461,1581
4123,368,1182
4165,350,1281
4172,421,1882
4178,463,1864
4164,476,1038
4195,454,1666
4219,373,1400
4223,151,1564
4185,229,1683
4238,342,1692
4241,237,1457
4236,194,1056
4251,135,1926
4253,179,1399
4263,403,1541
4280,446,1146
4250,248,1159
4287,349,1040
4287,480,1475
4287,337,1747
4330,243,1328
4343,281,1400
4349,261,1701
4377,479,1254
4313,203,1099
4431,461,1417
4437,261,1173
4437,340,1936
4442,403,1358
4431,123,1215
4449,288,1406
4466,452,1312
4478,243,1297
4480,283,1794
4444,120,1933
4484,487,1115
4485,147,1772
4485,136,1390
4484,289,1205
4492,460,1482
4496,190,1157
4490,461,1814
4500,411,1179
4522,419,1393
4528,275,1032
4532,429,1263
4496,309,1555
4537,101,1302
4537,485,1196
4543,356,1714
4551,495,1409
4536,355,1807
4562,354,1955
4563,276,1661
4577,414,1772
4578,389,1812
4560,417,1308
4593,137,1532
4628,487,1659
4628,468,1383
4581,273,1967
4648,309,1503
4662,139,1426
4675,441,1554
4677,301,1281
4636,292,1287
4696,499,1879
4699,105,1287
4711,349,1841
4729,256,1863
4678,224,1251
4750,318,1900
4752,280,1080
4749,488,1136
4784,162,1550
4788,486,1962
4797,260,1192
4759,369,1718
4829,152,1558
4833,374,1115
4866,111,1611
4890,236,1342
4819,130,1833
4926,444,1033
4942,112,1748
4921,214,1329
4958,189,1721
4959,160,1056
4970,102,1837
4985,314,1109
4942,255,1017
5009,230,1447
5018,430,1583
5043,359,1486
4995,100,1100
5072,226,1256
5104,480,1544
5111,465,1630
5050,300,1613
5159,152,1481
5162,104,1527
5145,193,1493
5174,444,1441
5182,272,1238
5187,226,1763
5171,483,1507
5196,165,1501
5223,147,1085
5227,286,1065
5249,246,1674
5194,174,1706
5294,388,1430
5324,132,1772
5343,297,1359
5256,326,1766
5390,349,1285
5399,353,1135
5409,430,1489
5418,486,1848
5368,395,1981
5422,239,1950
5452,422,1168
5420,165,1221
5469,171,1027
5470,258,1107
5475,273,1207
5501,376,1715
5458,255,1658
5534,415,1908
5557,161,1986
5598,382,1106
5523,450,1084
5643,391,1513
5667,483,1293
5673,331,1126
5704,214,1132
5629,473,1084
5726,383,1842
5733,393,1116
5724,449,1915
5748,230,1408
5764,396,1358
5816,401,1131
5742,302,1791
5876,182,1083
5902,352,1385
5909,225,1107
5874,307,1569
5934,136,1241
5940,212,1585
5931,267,1741
5948,121,1241
5955,350,1814
5989,417,1746
6006,204,1499
5942,492,1948
6028,135,1982
6064,329,1164
6068,274,1455
6017,282,1088
6088,302,1632
6106,340,1168
6126,478,1170
6069,398,1524
6142,479,1796
6153,165,1936
6154,202,1467
6134,336,1405
6192,490,1524
6194,328,1674
6201,288,1424
6155,372,1195
6226,464,1745
6231,330,1617
6263,365,1288
6218,317,1780
6267,314,1845
6279,309,1953
6291,461,1015
6265,152,1290
6297,154,1453
6318,391,1957
6294,328,1708
6345,286,1343
6347,217,1650
6327,309,1258
6390,175,1074
6398,245,1209
6358,174,1294
6425,258,1218
6426,224,1599
6433,344,1314
6493,368,1759
6417,383,1845
6518,454,1625
6538,353,1440
6559,452,1899
6497,270,1766
6590,429,1923
6606,126,1453
6606,143,1883
6572,477,1593
6637,400,1452
6655,482,1943
6686,127,1111
6633,285,1927
6749,445,1426
6780,421,1860
6786,405,1140
6786,107,1042
6746,339,1783
6814,457,1103
6830,202,1408
6831,217,1752
6844,259,1206
6794,305,1539
6867,306,1748
6898,177,1593
6899,381,1716
6915,225,1243
6847,346,1836
6921,191,1396
6927,148,1997
6942,102,1452
6915,302,1187
6952,164,1704
6975,489,1052
6986,191,1856
6947,427,1543
7033,206,1020
7080,359,1572
7083,473,1984
7084,326,1018
7003,440,1195
7130,349,1052
7135,129,1549
7136,472,1694
7139,346,1060
7120,435,1357
7173,336,1091
7191,249,1237
7148,230,1925
7203,483,1789
7208,257,1778
7215,220,1438
7201,134,1729
7229,363,1812
7239,416,1642
7251,271,1489
7216,271,1584
7269,265,1836
7276,193,1786
7277,233,1861
7265,319,1870
7278,147,1558
7281,138,1237
7287,338,1443
7299,154,1864
7278,262,1728
7306,270,1483
7309,418,1879
7319,254,1998
7322,478,1800
7305,187,1070
7333,129,1231
7337,382,1655
7331,103,1223
7348,239,1634
7348,398,1899
7360,308,1492
7373,492,1109
7347,329,1580
7384,235,1308
7389,315,1065
7423,215,1936
7382,459,1203
7436,102,1194
7443,142,1560
7425,373,1856
7445,308,1430
7447,178,1798
7450,331,1081
7444,353,1488
7468,202,1570
7469,451,1102
7492,153,1217
7467,311,1910
7519,362,1178
7526,377,1207
7535,499,1325
7511,145,1013
7551,260,1882
7570,388,1756
7571,448,1233
7543,208,1316
7573,286,1598
7574,358,1444
7574,112,1553
7572,420,1500
7575,352,1801
7575,326,1714
7576,230,1114
7574,458,1809
7577,300,1584
7577,112,1662
7576,275,1430
7579,495,1201
7579,297,1071
7580,105,1273
7580,184,1635
7578,381,1942
7581,427,1197
7582,241,1549
7582,393,1047
7581,152,1485
7584,416,1150
7584,433,1291
7585,237,1266
7583,396,1702
7586,105,1645
7587,404,1414
7587,147,1368
7585,321,1440
7588,467,1436
7589,482,1509
7589,167,1218
7590,366,1044
7588,349,1368
7592,439,1550
7592,352,1567
7593,163,1286
7591,177,1474
7594,243,1390
7594,386,1100
7595,366,1299
7593,472,1415
7595,458,1829
7596,224,1485
7597,449,1698
7595,422,1735
7598,315,1238
7598,434,1494
7597,272,1920
7600,183,1682
7600,494,1420
7600,286,1564
7600,362,1049
7598,181,1744
7602,295,1175
7602,438,1953
7602,329,1449
7602,459,1628
7601,166,1219
7603,254,1887
7604,485,1384
7604,271,1043
7605,321,1063
7602,279,1974
7606,479,1403
7606,196,1005
7608,186,1738
7610,127,1998
7605,137,1636
7612,330,1032
7622,266,1483
7624,365,1084
7610,473,1983
7654,126,1402
7657,415,1982
7657,377,1961
7672,112,1905
7651,274,1817
7688,336,1421
7692,160,1286
7702,236,1205
7705,286,1241
7672,223,1610
7738,269,1554
7740,119,1530
7750,466,1972
7715,319,1925
7803,120,1912
7818,331,1725
7787,312,1775
7836,278,1210
7856,250,1790
7819,164,1049
7884,494,1740
7891,213,1557
7900,312,1189
7874,236,1903
7919,315,1733
7925,114,1698
7908,333,1999
7926,463,1281
7932,347,1911
7943,446,1319
7925,419,1922
7964,243,1444
7983,438,1367
8012,481,1206
8029,363,1391
7946,379,1840
8035,426,1567
8083,124,1772
8032,225,1562
8088,209,1240
8090,243,1014
8091,295,1422
8088,309,1701
8132,231,1869
8159,373,1046
8169,152,1103
8104,459,1143
8216,492,1008
8226,105,1074
8231,229,1718
8244,232,1087
8205,199,1557
8258,370,1698
8307,321,1116
8256,215,1898
8308,410,1098
8336,315,1716
8346,482,1412
8308,282,1264
8408,344,1647
8415,383,1785
8417,308,1235
8451,272,1778
8403,112,1142
8474,180,1897
8489,246,1983
8470,101,1808
8528,358,1727
8551,436,1203
8492,491,1858
8583,359,1632
8610,456,1773
8614,442,1086
8619,233,1833
8552,129,1756
8684,460,1167
8733,342,1509
8736,236,1562
8739,135,1722
8680,475,1047
8757,445,1274
8785,168,1350
8826,414,1121
8748,224,1165
8878,208,1618
8878,490,1232
8831,264,1587
8886,363,1481
8903,422,1296
8879,369,1728
8980,105,1910
9019,395,1061
9032,249,1817
9036,479,1430
8924,320,1683
9105,124,1216
9125,474,1668
9145,336,1247
9100,352,1799
9155,165,1574
9172,178,1980
9147,124,1686
9242,297,1803
9247,164,1111
9254,199,1995
9183,214,1739
9284,338,1901
9285,380,1746
9348,199,1012
9273,459,1636
9418,300,1124
9420,282,1082
9369,328,1572
9444,179,1078
9457,303,1501
9473,134,1776
9435,435,1301
9488,147,1644
9490,258,1459
9498,196,1527
9476,443,1968
9528,127,1434
9538,242,1646
9582,265,1671
9503,338,1636
9647,196,1281
9745,494,1027
9752,427,1010
9641,158,1229
